creditamount,country,gender,age,salary,leave
659,Germany,Male,36,84320.94,0
841,France,Female,36,122662.98,0
642,Spain,Male,34,72085.1,0
732,Spain,Female,69,110932.24,1
600,Spain,Male,36,143635.36,0
464,Germany,Male,33,3710.34,0
680,France,Female,47,179843.33,0
758,Spain,Male,56,10643.38,0
630,Germany,Female,31,131167.98,0
577,France,Female,39,10553.31,0
684,France,Female,34,130928.22,0
708,Spain,Female,41,157003.99,0
732,Germany,Female,29,138527.56,0
634,Germany,Male,37,167032.49,0
633,France,Female,30,41642.29,0
559,France,Male,34,9677,0
694,Spain,Female,37,147012.22,0
686,Germany,Female,56,80553.87,0
553,Spain,Female,48,30730.95,1
507,France,Male,36,140134.43,0
732,Germany,Male,50,91936.1,1
818,France,Female,31,178252.63,0
660,Germany,Male,35,198674.08,0
773,Spain,Female,41,28266.9,1
640,France,Male,44,92381.01,0
505,France,Male,49,135180.11,0
714,Germany,Male,21,27330.59,0
468,France,Female,42,125305.34,0
611,Spain,Male,51,149648.45,0
705,France,Male,25,59887.15,0
646,Germany,Male,46,45041.32,0
667,Germany,Female,48,113316.77,1
511,Germany,Female,41,39087.42,0
653,France,Female,43,7330.59,0
675,France,Female,57,95463.29,0
523,Spain,Male,32,167848.02,0
567,Germany,Female,49,93953.84,1
741,Spain,Male,39,174227.66,0
456,Spain,Male,32,135399.21,0
598,France,Male,64,195635.3,1
667,France,Male,43,97508.04,1
548,France,Female,32,188083.77,1
725,France,Male,41,116704.25,0
717,France,Male,53,97614.87,0
594,France,Male,38,186884.04,0
678,Germany,Female,25,131501.72,0
545,France,Male,38,24302.95,0
636,France,Female,48,110510.28,1
603,Germany,Male,44,108488.33,1
435,France,Male,36,197015.2,0
535,France,Female,40,27689.77,0
629,Germany,Female,45,9217.55,1
722,France,Female,35,15068.18,0
561,France,Male,28,7797.01,0
645,France,Female,38,4400.32,0
501,France,Female,39,182025.95,0
502,Germany,Female,32,122763.95,0
652,Spain,Female,42,38152.01,0
574,France,Female,33,63163.99,0
518,France,Female,45,73418.29,0
749,France,Female,60,17978.68,1
679,France,Female,43,115136.51,1
565,France,Male,36,149575.59,0
643,France,Female,45,60917.24,1
515,France,Male,65,142548.33,0
521,France,Male,25,157878.67,0
739,Spain,Male,38,12796.43,0
585,France,Male,42,18657.77,0
733,Germany,Male,74,134589.58,0
542,France,Female,43,10350.74,0
788,Spain,Male,37,66013.27,0
435,Germany,Male,32,5907.11,0
577,France,Male,42,74077.91,0
703,France,Female,51,77294.56,1
728,Germany,Female,35,54359.02,1
728,Germany,Male,32,156124.93,0
718,France,Male,35,94820.85,0
621,France,Female,40,155155.25,0
523,France,Female,40,128702.1,1
657,Germany,Male,25,22745.5,0
727,Germany,Male,40,71865.31,1
643,France,Male,36,84294.82,0
645,France,Female,48,149139.13,0
568,France,Male,28,185489.11,0
599,France,Male,58,176407.15,1
672,France,Female,45,92027.69,1
685,France,Male,33,43932.54,0
516,France,Female,46,115789.25,1
685,Spain,Male,31,125777.28,0
806,Spain,Male,25,18461.9,0
604,France,Male,36,79633.38,0
648,Spain,Female,53,121542.29,0
545,Spain,Female,32,94739.2,0
756,Germany,Male,27,93302.29,0
569,France,Male,35,193793.78,0
596,France,Male,47,74835.65,0
475,France,Male,39,56999.9,1
646,France,Female,45,57236.44,0
784,Spain,Male,35,81483.64,0
552,Spain,Male,45,26752.56,0
729,France,Male,44,9200.54,0
609,Spain,Male,61,22447.85,1
555,France,Male,51,189122.89,1
572,Germany,Female,19,16161.82,0
785,France,Female,34,68600.36,0
714,Germany,Female,36,447.73,0
738,Spain,Male,35,15650.73,0
639,Germany,Male,38,149599.62,0
520,Germany,Male,61,90304.01,0
764,France,Female,24,115676.38,0
661,Spain,Male,39,38812.67,0
564,Germany,Male,41,34338.21,0
708,Germany,Female,42,823.36,0
512,Spain,Male,36,135482.26,1
592,Spain,Male,37,10656.89,0
619,France,Female,38,116467.35,0
775,France,Male,52,96823.32,1
850,Germany,Female,44,171096.2,0
577,France,Female,37,79881.39,0
724,France,Female,37,157862.82,0
710,Spain,Male,35,127951.81,0
696,France,Female,31,191074.11,0
376,France,Female,46,157333.69,1
675,Germany,Female,29,133457.52,0
745,France,Male,36,130789.6,0
697,Spain,Female,25,128373.88,0
599,Spain,Female,39,194273.2,1
715,France,Female,38,5684.17,1
659,France,Male,67,131043.2,0
684,France,Female,48,21228.34,1
635,France,Female,48,43250.3,0
789,Germany,Male,33,4389.4,0
571,Germany,Female,66,189271.9,0
694,Spain,Male,39,102284.2,0
665,Spain,Female,42,156774.94,1
706,France,Female,44,69865.49,0
807,Spain,Female,43,85523.24,0
771,Spain,Female,67,51219.8,0
531,Spain,Male,27,7222.92,0
629,France,Female,37,23971.33,0
850,Germany,Female,31,132173.31,0
685,Spain,Male,35,113639.64,0
642,Spain,Male,32,39768.59,0
529,Spain,Male,63,108732.96,1
683,Germany,Female,43,117349.19,1
663,France,Female,42,78004.5,0
563,France,Female,34,152417.79,0
637,Spain,Female,34,26057.08,0
544,France,Male,37,79972.09,0
649,Germany,Male,70,107125.79,0
638,France,Female,48,47679.14,0
723,France,Male,25,134509.47,0
635,Germany,Male,43,153265.31,0
750,Spain,Female,38,179883.04,0
730,France,Male,34,138882.98,0
750,Spain,Female,36,9855.81,0
586,France,Female,43,67046.83,1
520,France,Female,38,56388.63,0
652,France,Female,48,77764.37,0
550,France,Female,46,130590.35,0
594,France,Male,27,151912.49,0
749,Germany,Female,44,151083.8,0
668,France,Male,32,777.37,0
614,Germany,Female,35,69454.24,1
773,France,Male,25,11723.57,0
551,Germany,Male,31,91565.25,0
566,France,Male,36,79616.37,0
569,Spain,Male,34,102299.81,1
659,Spain,Male,31,104533.51,0
722,France,Female,49,140765.57,1
655,France,Male,37,66214.13,0
615,France,Female,35,139816.1,0
752,Germany,Female,42,140139.28,0
661,Spain,Female,28,102297.15,0
838,Spain,Male,43,145765.83,0
610,Spain,Male,29,83912.24,0
811,Spain,Male,44,78439.73,0
587,Spain,Male,62,6776.92,0
811,Germany,Female,28,9903.42,0
759,France,Female,38,91561.91,0
648,Germany,Female,42,4027.02,0
788,France,Female,43,116111.51,0
725,Germany,Male,39,184023.54,0
646,France,Female,42,67124.48,1
601,Germany,Female,26,50070.59,0
521,Germany,Male,52,53793.1,1
561,Spain,Female,33,45261.47,0
564,France,Male,42,36721.4,0
444,France,Male,45,130009.85,1
650,Spain,Male,71,175380.77,0
724,France,Male,40,127847.25,1
719,Spain,Male,35,138231.7,0
548,France,Female,29,48673.18,0
635,Spain,Male,24,70668.77,0
496,Spain,Female,43,199505.53,0
676,France,Female,37,169583.18,1
541,Germany,Male,40,49063.42,0
778,Germany,Male,41,63337.19,0
850,Germany,Female,45,60083.11,1
633,France,Male,31,48606.71,0
625,France,Male,49,165580.93,1
485,Spain,Male,32,194010.12,0
547,France,Female,48,69263.1,0
642,France,Male,32,88698.83,0
718,France,Female,25,63030.97,0
582,France,Female,32,59668.81,0
628,France,Male,33,184230.23,0
737,Germany,Male,35,64050.19,0
828,Spain,Male,34,81853.98,0
609,Spain,Male,53,154642.91,0
730,France,Male,39,145679.6,0
631,France,Female,22,30781.77,0
830,Spain,Male,40,81622.52,0
645,France,Male,29,196474.35,0
663,France,Male,46,176276.1,0
678,Spain,Male,30,35113.08,0
521,France,Male,30,64299.82,0
625,France,Female,24,180969.55,0
523,France,Male,30,138176.78,0
714,France,Female,72,86733.61,0
580,Spain,Male,67,7418.92,0
722,France,Male,30,166376.54,0
630,Spain,Female,39,140881.2,1
579,France,Male,35,4460.2,0
670,France,Female,38,110472.12,0
588,Spain,Male,34,86460.28,0
807,Spain,Female,42,16500.66,1
726,France,Female,48,114020.06,1
812,Germany,Male,25,131660.31,0
631,Germany,Male,40,52449.62,1
682,France,Male,30,161465.31,0
625,Spain,Female,49,20018.79,0
607,Germany,Male,38,176318.27,0
600,Spain,Female,50,50488.91,0
602,Spain,Female,22,30379.6,0
545,Spain,Female,74,161326.73,0
675,Spain,Male,33,45348.08,0
581,France,Female,47,180251.68,1
640,Germany,Male,33,34925.56,0
850,France,Male,38,126555.74,0
490,Spain,Female,48,187921.3,0
710,Spain,Female,38,136390.88,0
613,Germany,Male,38,78566.64,1
812,France,Male,34,166038.27,0
723,France,Female,20,140385.33,0
512,France,Male,36,38629.3,1
731,France,Female,52,24998.75,1
650,Germany,Male,26,128815.33,0
594,France,Male,57,19376.56,1
844,France,Male,40,31904.31,1
686,Germany,Female,47,173179.79,1
695,Germany,Male,52,22485.64,0
624,Spain,Female,23,196668.51,0
503,Spain,Male,37,136506.86,0
535,France,Female,31,36278.89,0
743,Germany,Female,32,163254.39,0
702,Spain,Male,39,99654.13,0
658,France,Male,29,20207.02,0
677,Germany,Female,41,4195.84,0
664,France,Male,32,112340.2,0
766,Germany,Female,38,2035.94,0
461,Spain,Female,35,132295.95,0
688,Spain,Male,36,177383.68,1
678,France,Female,32,90284.47,0
796,France,Male,24,61349.37,0
803,France,Male,42,196466.83,1
712,France,Male,36,70758.37,1
498,France,Female,31,13892.57,0
850,Spain,Male,22,9684.52,0
628,France,Female,51,40546.15,0
539,Germany,Female,34,136603.42,0
732,France,Male,36,133172.48,0
715,France,Male,41,152821.12,1
651,France,Male,40,147715.83,0
813,France,Male,34,43169.15,0
692,France,Male,29,76755.99,1
756,Germany,Female,39,73406.04,1
543,France,Male,36,176728.28,0
790,France,Female,26,98309.27,0
494,Spain,Male,38,6203.66,0
850,France,Female,39,176791.27,0
703,Spain,Male,29,50679.48,0
432,Spain,Male,38,150580.88,0
512,Germany,Female,32,80120.19,0
589,France,Male,28,151645.96,0
514,France,Female,46,55072.32,0
678,France,Female,38,115068.99,0
420,Germany,Female,34,149471.13,1
679,Germany,Male,38,46522.68,0
595,France,Male,31,189995.86,0
713,France,Female,52,46369.57,1
833,Germany,Male,59,30722.52,1
690,France,Female,42,70810.6,0
731,Germany,Female,21,106663.46,1
608,France,Female,62,175836.03,1
479,Spain,Male,48,85646.41,0
519,France,Male,42,101485.72,0
731,France,Female,47,191734.67,1
617,Spain,Male,61,101839.77,0
756,Spain,Male,29,4888.91,0
848,Germany,Male,31,193132.98,0
809,France,Female,24,193518.76,0
698,Germany,Male,56,93982.02,1
779,Germany,Male,33,197000.92,1
606,Spain,Male,35,106837.06,1
612,Germany,Female,58,115161.28,0
663,Spain,Female,33,196260.3,0
549,Germany,Female,45,96404.38,0
675,France,Female,32,97658.66,0
669,France,Female,35,49108.23,1
571,Germany,Female,34,195651.66,0
500,Spain,Male,37,111698,0
628,France,Male,37,171707.93,0
559,France,Male,34,66721.98,0
769,France,Female,27,57876.05,0
733,Germany,Male,31,177994.81,0
750,France,Male,22,105125.65,0
583,France,Female,42,17439.66,0
468,Germany,Male,42,172668.39,0
727,Spain,Female,57,753.37,0
618,France,Female,37,98686.4,1
617,France,Male,40,107047.92,0
793,Spain,Male,41,152153.74,0
630,France,Male,43,34338.04,0
765,Germany,Male,43,173878.87,1
546,France,Male,28,159254.29,0
614,Germany,Female,30,54776.64,0
593,Germany,Female,29,134594.99,0
613,Spain,Male,34,41724.72,0
655,France,Male,38,110527.71,0
700,France,Female,27,8996.79,0
826,Spain,Female,29,190200.53,0
652,Germany,Male,45,115333.43,0
755,Germany,Female,45,143619.52,1
538,Spain,Male,39,58467.08,0
729,France,Male,34,12128.69,0
615,France,Male,49,49872.33,0
700,Spain,Male,54,139735.54,0
434,Germany,Female,58,60891.8,1
729,Spain,Male,37,100862.54,0
513,France,Male,35,76640.29,1
755,France,Male,41,126013.58,1
615,France,Female,30,87347.82,0
747,Germany,Female,32,77370.37,0
850,France,Female,36,62722.44,0
712,Germany,Female,49,196257.68,0
622,Germany,Female,28,81723.8,0
548,France,Female,35,31299.71,0
607,France,Female,27,63495.86,0
653,France,Female,38,166520.96,0
699,Spain,Male,26,150242.44,0
693,Germany,Male,40,27345.18,1
647,Germany,Female,43,87000.39,0
478,Spain,Female,36,44912.7,0
705,Spain,Female,40,179978.68,1
719,Spain,Male,39,145759.7,0
726,France,Male,34,14121.61,0
626,France,Male,21,66232.23,0
552,France,Male,49,190296.76,1
807,Germany,Female,31,172782.69,0
621,France,Male,34,99128.13,0
651,Germany,Female,24,178341.33,0
673,France,Female,43,146992.24,1
652,France,Male,36,151314.98,0
584,Germany,Male,47,92915.84,0
756,France,Male,37,58974,0
670,France,Female,35,174627.06,0
765,France,Female,50,79579.94,1
528,France,Male,30,50771.16,0
701,France,Male,40,153537.55,1
797,France,Female,29,132975.39,0
639,Germany,Male,27,85208.93,0
785,Spain,Female,61,170214.82,1
363,Spain,Female,28,100615.14,1
764,France,Female,24,186105.99,0
676,France,Female,43,55119.53,0
718,Germany,Male,28,28760.99,0
590,Spain,Female,34,171021.44,0
584,France,Male,38,176678.72,0
645,France,Male,41,28667.56,0
772,Germany,Male,30,197238.03,0
399,Germany,Male,46,139994.68,1
529,France,Male,22,151169.83,0
463,France,Male,35,118113.64,0
630,France,Female,40,34453.17,0
780,France,Male,76,64872.33,0
584,Spain,Male,32,10956.82,0
752,Germany,Male,30,36885.85,0
697,France,Female,47,168053.4,0
850,France,Female,32,155227,0
711,France,Male,51,38409.79,1
452,France,Female,32,75279.39,0
610,Spain,Male,42,158302.59,1
694,France,Female,22,11525.72,0
579,Spain,Male,33,94993.04,1
745,Spain,Female,54,173912.29,1
572,France,Male,33,41139.05,0
505,Germany,Male,29,58019.95,0
706,France,Female,23,164128.41,1
693,Germany,Male,44,46998.13,1
725,Germany,Female,33,177279.41,0
791,France,Male,37,75832.53,0
536,France,Male,46,61094.53,0
699,Spain,Male,47,30117.44,0
500,Spain,Female,47,179227.12,0
707,Spain,Female,53,52110.45,0
531,Germany,Female,42,75248.75,0
557,France,Female,28,184317.74,0
659,France,Female,38,158553.1,0
575,Spain,Female,31,95686.42,0
775,Germany,Male,36,71682.54,0
772,Spain,Male,30,1790.48,0
587,Germany,Male,46,139431,1
667,Germany,Female,39,118358.54,0
771,France,Female,66,130827.88,0
523,Germany,Male,63,119404.63,0
662,Germany,Male,33,162703,0
717,France,Male,42,172665.21,0
746,France,Male,24,170142.09,0
569,France,Male,28,73977.23,0
579,France,Male,36,60906.12,0
519,France,Female,21,194867.27,0
696,Germany,Male,30,193716.56,0
693,Germany,Male,25,14633.35,0
587,Germany,Female,38,31730.32,0
626,France,Female,44,20063.63,1
666,France,Female,66,99792.82,0
512,France,Male,24,37654.31,0
689,Spain,Female,28,192449.02,0
803,France,Female,26,181208.47,0
548,Germany,Male,32,155165.61,0
588,Germany,Female,40,121504.18,1
693,France,Male,68,61569.07,0
499,Germany,Female,55,123269.71,0
628,France,Female,46,31272.14,1
624,Spain,Male,46,62825.03,0
733,France,Male,42,184056.45,0
628,France,Female,38,48924.73,0
633,France,Female,33,191111.02,0
559,Germany,Female,36,54184.06,0
704,Germany,Male,27,64381.33,1
744,Germany,Male,38,78770.86,0
665,Spain,Female,40,116766.79,0
638,France,Female,42,32916.29,0
837,Spain,Male,31,50972.6,0
534,France,Female,55,122066.5,1
548,France,Female,36,65996.9,0
837,Germany,Male,38,79577.38,0
658,France,Female,44,130529.13,0
554,France,Female,38,172629.67,0
724,Germany,Male,30,15216.53,0
723,France,Male,42,17512.53,0
585,Germany,Female,39,131852.01,0
474,France,Male,33,181945.52,1
562,Spain,Male,32,91482.5,0
719,France,Male,32,77119.45,0
635,Germany,Male,37,95611.74,1
743,France,Male,42,80428.42,0
681,Spain,Male,67,163714.92,0
521,France,Female,39,27375.15,0
741,Spain,Male,25,73873.65,0
790,Spain,Male,46,139266.48,1
622,France,Male,35,131772.51,0
669,France,Male,45,173454.07,0
583,France,Male,59,67552.71,0
520,Spain,Female,63,34765.33,0
579,Spain,Male,37,120219.14,0
698,Spain,Female,39,90212.38,0
548,Spain,Male,39,164975.82,0
672,Germany,Male,40,1285.81,1
653,Germany,Male,31,83679.46,0
734,Spain,Female,37,34548.74,0
794,France,Female,41,74275.08,0
641,France,Male,30,7278.57,0
824,France,Male,30,162053.92,0
534,Spain,Female,33,199336.63,0
653,Spain,Male,55,62347.71,0
498,France,Male,34,91711.66,0
683,France,Male,30,79240.9,0
618,Germany,Male,42,76679.6,0
538,France,Male,37,162511.55,0
643,Spain,Male,34,21360.88,0
428,France,Female,31,54487.43,0
593,Germany,Female,32,53931.05,1
718,France,Female,31,103165.15,0
811,Germany,Male,52,146359.81,1
823,Spain,Female,46,28370.95,1
645,Spain,Male,49,10023.15,0
710,France,Male,33,192928.82,0
591,Spain,Male,30,50485.7,0
748,Germany,Female,27,131662.47,0
850,France,Female,37,152235.3,0
542,France,Male,38,68093.23,1
809,France,Male,38,80061.31,0
675,France,Male,54,149583.67,1
607,Spain,Female,27,7631.27,0
850,France,Female,31,33082.81,0
789,France,Male,37,121883.87,1
598,France,Female,43,100722.72,1
756,Germany,Male,41,47093.11,0
687,France,Female,47,177624.01,0
724,France,Male,40,106149.48,0
700,France,Female,44,16874.92,0
635,Spain,Male,50,54560.79,1
687,Germany,Male,26,153605.75,0
613,France,Female,46,44390.38,0
781,France,Female,38,63218.85,0
703,Spain,Male,20,41626.78,0
593,Germany,Female,62,24765.53,1
743,France,Female,40,28280.8,1
640,Spain,Female,46,89043.19,0
849,Germany,Male,37,17294.12,0
778,France,Male,38,126702.41,0
539,Germany,Female,38,13123.41,0
489,Germany,Male,28,167973.63,0
568,Spain,Female,43,125870.79,1
618,Spain,Male,38,91972.49,0
710,Germany,Female,30,155593.74,0
625,France,Male,52,67788.49,0
682,Spain,Male,46,62615.35,0
727,Spain,Male,43,107415.02,1
794,France,Female,41,166526.26,1
652,Spain,Male,71,120107.1,0
670,Spain,Male,42,188227.8,0
460,Germany,Female,40,91560.63,1
568,Spain,Female,26,166495.2,0
643,France,Male,30,165614.4,0
521,France,Male,37,86372.24,0
615,France,Male,32,2755.53,0
575,Spain,Male,43,83594.51,0
717,France,Female,41,103706.41,0
648,France,Female,54,5924.38,1
535,Germany,Male,48,58203.67,1
626,Spain,Male,29,49361.84,0
611,Spain,Male,52,73585.18,1
734,Spain,Male,39,95135.27,0
709,France,Male,49,38794.57,0
591,France,Male,43,198926.36,0
664,France,Male,43,56099.86,0
431,France,Male,37,117023.08,0
647,Germany,Female,22,62083,0
578,France,Male,32,141822.8,0
555,Germany,Male,41,185387.14,0
775,Spain,Male,30,57461.13,0
850,Germany,Male,39,120380.12,0
625,France,Male,43,133020.9,1
645,Spain,Female,37,13589.93,0
608,Germany,Male,44,77830.36,1
689,Spain,Female,31,136610.02,0
652,Germany,Male,50,17160.94,1
769,France,Female,26,176843.53,0
611,France,Female,43,114996.33,0
489,France,Male,38,196990.79,0
528,Germany,Female,46,133146.03,1
632,France,Male,44,185667.72,0
429,France,Female,27,24020.49,0
457,France,Male,41,185750.02,1
768,Spain,Female,44,178045.97,0
715,Spain,Female,35,199857.47,0
668,Germany,Female,32,43595.9,0
625,Germany,Male,26,122810.53,0
846,France,Female,41,3440.47,1
661,Spain,Female,42,35989.41,0
571,France,Female,23,17163.75,0
582,Spain,Female,46,44506.09,1
716,France,Female,35,17848.3,0
758,France,Female,42,76209.56,0
725,France,Male,66,141476.56,0
630,France,Female,40,60032.46,1
627,France,Female,55,100686.11,1
653,France,Female,27,96429.29,0
775,Germany,Female,38,15795.88,1
794,Spain,Male,45,116547.31,0
831,France,Female,32,191260.74,0
561,France,Male,29,173870.39,0
705,Spain,Male,46,117273.35,0
